Title,Employer Name,Experience,Salary,Location,Skills Required,Posted Date
Assistant Email Marketing Manager,Eventible,4 to 8 Yrs,,Pune,"['Email Marketing Marketing Automation', ' Campaign Management', ' Database Management', ' Analytics', ' HTML', 'List Segmentation']",posted 3 days ago
Officer Marketing,Badve Group,0 to 3 Yrs,,Pune,"['Marketing B2B Marketing', ' B2C Marketing', 'Printing projects']",posted 3 days ago
Graphics & Animation Instructor,Craft Empowering Careers,0 to 3 Yrs,,All India,"['Graphic Design 3D Animation', ' VFX', ' Video Editing', ' Sound Editing', ' Photoshop', ' Illustrator', ' CorelDRAW', ' InDesign', ' Maya', ' 3ds Max', ' SketchUp', ' After Effects', ' Final Cut Pro', ' VRay', 'Premiere Pro']",posted 3 days ago
SS Tube mill operator,Santosh Steel & Pipes India Pvt Ltd,2 to 6 Yrs,,Valsad,"['Preventive Maintenance Training', ' Communication', ' Teamwork', '']",posted 3 days ago
Junior Organizational Development Specialist,Space Of The Greats,1 to 5 Yrs,,Maharashtra,"['Organizational Development Business Consulting', ' Facilitation', ' Public Speaking', ' Insight Generation', ' Stakeholder Management', ' Assessment Tools', 'Culture Assessment', ' Quantitative Research Methodologies', ' Qualitative Research Methodologies', ' Data Correlation', ' Organizational Culture Frameworks', ' Executive Communication', ' Survey Methodologies']",posted 3 days ago
Qualified CMA,BT Associates,0 to 4 Yrs,,Kolkata,"['Analytical skills Indirect Tax', 'Advisory Consulting', ' GST Custom Compliance', ' Indirect Tax Litigation']",posted 3 days ago
Phytochemist - Product development,Sensys Technology Ltd,5 to 9 Yrs,,Maharashtra,"['HPTLC HPLC', ' GC', ' LCMS', ' regulatory documentation', ' process optimization', 'AYUSH', ' WHOGMP', ' ICH guidelines', ' problemsolving']",posted 3 days ago
Sr. Design Engineer,Jobsvale Rudram Placement,4 to 8 Yrs,,Rajkot,"['mechanical design sheet metal', ' product development', ' Creo', ' SolidWorks', ' manufacturing processes', ' material selection', '']",posted 3 days ago
Customer Acquisition Executive,ATS,0 to 4 Yrs,,Kochi,"['Strong communication skillsSales techniques', ' Customer handling practices']",posted 3 days ago
Senior Drilling Solutions Engineer,Desirous Global Consulting,3 to 8 Yrs,,Maharashtra,"['Customer Service Sales Support', ' Product Development', ' Presentation Skills', 'Technical Evaluations', ' Drillbits Knowledge', ' Drilling Operations Knowledge', ' Coring Knowledge', ' Borehole Knowledge']",posted 3 days ago
"Heating, Ventilation, and Air Conditioning Estimator",Mark Air Particulate Control Systems,2 to 6 Yrs,,Chennai,"['AutoCAD Revit', ' Bluebeam', ' MS Excel', 'HVAC estimating', ' MEP projects', ' Construction cost estimation', ' HVAC systems']",posted 3 days ago
Accountant,Big Bee Consultant,3 to 7 Yrs,,Lucknow,"['Tally Income Tax', ' Taxation', ' Service Tax', ' GST', ' TDS', 'Good communication skills']",posted 3 days ago
Plant Operator,INTEGRATED ENVIROCLEAN SYSTEMS AND SOLUTIONS PVT LTD,5 to 9 Yrs,,Kochi,['STP Operator'],posted 3 days ago
US Bookkeeper - QuickBooks Online,Expansion Desk,3 to 7 Yrs,,All India,"['High Intelligence Level Excellent Written Communication Skills', ' Excellence in using QuickBooks Online', ' Excellent Interpersonal Skills', ' Phone Etiquettes', ' Writing Emails ', ' Texts']",posted 3 days ago
French Business Analyst,Overseas Cyber Technical Services (OCTS),1 to 5 Yrs,,Tamil Nadu,"['Translation Proofreading', ' Grammar', ' Spelling', ' Punctuation', ' Content Editing', 'French Business Analyst', ' Translation Software', ' Timemanagement']",posted 3 days ago
KYC Executive,Pamac Finserve Pvt Ltd,0 to 4 Yrs,,Karnataka,"['KYC Document Verification', ' Vendor Management', ' MIS Reporting', 'Email Communication']",posted 3 days ago
Business Development executives,Synapsys Mentors,1 to 5 Yrs,,Haryana,['Freight Business Knowledge of US market'],posted 3 days ago
Field Marketing,Digital Dental Designers,5 to 9 Yrs,,All India,"['Marketing Relationship Building', ' Lead Generation', ' Market Analysis', ' Communication Skills', ' Negotiation Skills', '']",posted 3 days ago
Python Developer,Mileveen Technologies,3 to 7 Yrs,,Pune,"['Python Flask', ' NumPy', ' Microsoft SQL Server', ' Oracle Database', ' GitHub', ' Docker', 'FastAPI', ' Torch', ' Milvus DB', ' PyMilvus', ' FieldSchema', ' CollectionSchema', ' Vector Indexing', ' Metadata Filtering', ' VS Code', ' Postman']",posted 3 days ago
Video Editing,Brint Marketing Solutions,2 to 6 Yrs,,Bhopal,"['Video Editing Graphics', ' Visual Effects', ' Adobe Premiere Pro', ' Final Cut Pro', ' Adobe After Effects', 'Animations']",posted 3 days ago
Business Executive,IGA TECH INDUSTRIAL ELECTRONICS PVT LTD,1 to 5 Yrs,,Kochi,"['Customer relationship managementExcellent communication skills', ' Ability to handle customer queries professionally', ' Good sales acumen']",posted 3 days ago
"STEM, ROBOTICS & CODING TRAINER",Orbitouch outsourcing pvt ltd,0 to 4 Yrs,,Pune,"['STEM Robotics', ' Coding', ' Innovation', ' Technology', '']",posted 3 days ago
Patent Analyst,iCuerious Research Services LLP,1 to 15 Yrs,,Punjab,"['Market Research Litigation Support', ' Analytics', ' Project Management', ' Process Development', ' Team Collaboration', 'Patent', ' Licensing Support', ' Patent Intelligence', ' Technical Literature Analysis']",posted 3 days ago
Senior Creative Designer,Shree Vardhman Group,4 to 8 Yrs,,Haryana,"['PageMaker Photoshop', ' CorelDRAW', ' Illustrator', ' InDesign', 'Canva']",posted 3 days ago
Content Creation Intern,Skyline Solution Media,0 to 4 Yrs,,Maharashtra,"['Research Content Creation', ' Content Strategy', ' Writing', ' Communication', ' SEO', ' Video Editing', 'Canva', ' AI Tools']",posted 3 days ago
Video Content Creator Internship,PushX Private Limited,0 to 4 Yrs,,Noida,"['Script Writing Video Production', ' Editing', ' Content Research', ' Presentation', ' Collaboration', ' Communication skills', ' Time management', 'Video content creation', ' Feedback Integration', ' AI tools', ' Organizational skills']",posted 3 days ago
Sales & Customer Service Executives,Voitekk Softsol Pvt Ltd,0 to 3 Yrs,,Navi Mumbai,"['Inbound calls Lead generation', ' Customer engagement', ' Database management', ' Customer service', 'Outbound calls', ' Qualifying leads']",posted 3 days ago
Female Administrative Assistant/Receptionist,Kumon Himayatnagar Centre,0 to 4 Yrs,,Hyderabad,"['Communication skillsGood organizational skills', ' Time management skills', ' Basic computer skills', ' Ability to multitask', ' Willingness to learn']",posted 3 days ago
Injection Moulding Engineer,Innovation and Automation (I&A),3 to 7 Yrs,,Gujarat,"['Process Optimization Quality Assurance', ' Team Collaboration', ' Robotics', ' Lean Manufacturing', ' Thermoplastics', 'Mold Management', ' Machine Setup  Troubleshooting', ' Documentation  Reporting', ' Safety  Compliance', ' Automated Molding Systems', ' Six Sigma Principles', ' Thermosetting Polymers']",posted 3 days ago
Private Wealth Manager,Ascending Wealth Solutions,1 to 5 Yrs,,Pune,"['wealth management relationship management', ' client acquisition', ' customer service', ' investment strategies', ' financial markets', ' banking products', ' Excel', ' PowerPoint', 'financial consulting', ' insurance market']",posted 3 days ago
SDE II C++/MFC & Windows Systems,Mogi I/O : OTT/Podcast/Short Video Apps for you,4 to 9 Yrs,,Chennai,"['C MFC', ' Win32', ' algorithms', ' performance optimization', ' STL', ' SQL', ' XML', ' data structures', 'Windows environments', ' COM ports', ' USB devices', ' PCI cards', ' Ethernet networks', ' multithreaded systems', ' TCPIP Sockets', ' OOP principles']",posted 3 days ago
IT Security Analyst,Travarsa,2 to 6 Yrs,,Pune,"['Penetration Testing SCA', ' Vulnerability Management', ' Burp Suite', ' Acunetix', ' Kali Linux', ' Android Studio', ' Windows', ' Linux', ' Active Directory', ' Networking Protocols', 'SAST', ' Collaborative Skills', ' Secure Development Lifecycle SDLC', ' DAST', ' Veracode']",posted 3 days ago
Assistant Professor in Computer Science,MAHARISHI UNIVERSITY OF INFORMATION TECHNOLOGY,2 to 6 Yrs,,Lucknow,['CS'],posted 3 days ago
Cyber Security Analyst,Travarsa,1 to 5 Yrs,,Pune,"['Information Security Network Penetration Testing', ' Firewalls', ' SIEM', ' Antivirus', ' IDPS', 'Cybersecurity Analyst', ' Proxies']",posted 3 days ago
Graphic Designer & Video Editor,Mystic Media House,1 to 5 Yrs,,Madurai,"['Adobe Illustrator Adobe Premiere Pro', 'AIbased creative tools']",posted 3 days ago
Maths Senior Teacher,Narayana Group of Educational Institutions,3 to 7 Yrs,,Karnataka,"['Teaching English language', ' Mathematics', 'CBSE Grade10']",posted 3 days ago
Design Engineer (AUTOCAD),Excellence Technovision,0 to 3 Yrs,,Pune,"['AUTOCAD Mapping Software', 'Digital Maps', ' Geographic Data', ' Topographical Data']",posted 3 days ago
Procurement Executive,Ritex Real Estate,1 to 5 Yrs,,Aligarh,"['Negotiation Purchasing', ' Vendor Management', ' Supply Chain', 'Civil Construction Materials', ' Subcontracting Practices', ' Procurement Software', ' ERP Systems']",posted 3 days ago
Finance executive,AppSuccessor Media,1 to 5 Yrs,,Noida,"['MS Office Excel', ' Tally', ' Quickbooks', ' Communication Skills', 'Zoho', ' Organizational Skills', ' Timemanagement Skills', ' Attention to Detail', ' Teamwork Skills']",posted 3 days ago
Property Investment Consultant (Sales) Female Only,Genesis Realcap,2 to 6 Yrs,,All India,"['Real Estate Sales Client Handling', ' Communication Skills', ' Market Knowledge', ' CRM Management', '']",posted 3 days ago
Framer Designer,Scribido Campus Pvt. Ltd.,1 to 5 Yrs,,Pune,"['Framer Web design', ' HTML', ' CSS', ' JavaScript', ' Analytics', 'UIUX design', ' API integration', ' Frontend frameworks', ' SEO optimization', ' AB testing']",posted 3 days ago
Project Associate- I,"Punjab Agricultural University, Ludhiana",0 to 4 Yrs,,Ludhiana,"['Molecular Mapping Jassid Resistance', ' Okra', ' Agricultural Biotechnology']",posted 3 days ago
Collection Agent,IDFC FIRST Bank,2 to 6 Yrs,,Punjab,"['Debt Collection Cash Collection', ' Effective Communication', ' Customer Service', ' Interpersonal Skills', 'Basic Finance Knowledge']",posted 3 days ago
Social Media Manager & Content Creator,Code to Couture,2 to 6 Yrs,,Haryana,"['Social Media Management Client Relationship Management', ' Content Creation', ' Analytics', ' Communication', ' Content Creation', 'Instagram Boosting', ' Monthly Reporting']",posted 3 days ago
Quality Analyst - Business Development Team,Medicon Health Mart Pvt Ltd,1 to 5 Yrs,,Karnataka,"['Inside Sales Business Development', ' Lead Management', ' Collaboration', 'Sales Pipelines', ' Client Discovery', ' Proposal Review', ' Microsoft Suite', ' Independent Work', ' Attention to Detail', ' B2B Industry Knowledge']",posted 3 days ago
Junior Graphic Designer,BURJ Tech Consultancy,1 to 5 Yrs,,Tamil Nadu,"['Graphics Graphic Design', ' Logo Design', ' Branding', ' Typography', ' Adobe Creative Suite', '']",posted 3 days ago
Sports Specialist,Decathlon Sports India,0 to 4 Yrs,,Ghaziabad,"['Communication Skills Business Development', ' Leadership', 'English Proficiency']",posted 3 days ago
Sales/Marketing Executive,DARSHINI MOBILITY,0 to 4 Yrs,,All India,"['Sales Marketing', ' Customer Service', '']",posted 3 days ago
SHUTTERING CARPENTER,Ahad Global,2 to 6 Yrs,,Bhopal,"['columns concrete', ' interpret', ' construction drawings', ' construction', ' beams', ' structures', ' carpentry', ' building', ' formwork', 'carpentry tools maintenance', ' technical drawing interpretation', ' formwork construction', ' site safety procedures', ' shuttering carpentry']",posted 3 days ago
B2B International Sales,Ai Certs,3 to 7 Yrs,,Delhi,"['International Sales Customer Service', ' Communication Skills', 'International Trade regulations', ' Business Relationships']",posted 3 days ago
B2B Exports Manager,Dr Mantra,3 to 7 Yrs,,Maharashtra,"['Business Planning Sales', ' Communication', ' Negotiation', 'Export ', ' Trade']",posted 3 days ago
Tour Consultant DMC,RayHire,0 to 4 Yrs,,All India,"['Negotiation skillsBackground in the travel industry', ' Strong agent relationships', ' Excellent communication']",posted 3 days ago
Software Engineer,R K Placements,2 to 6 Yrs,,Ahmedabad,"['Core JAVA Multithreading', ' Kafka', 'ActiveMQRabbitMQ', ' Data structure']",posted 3 days ago
Fullstack Developer,WallMantra,1 to 5 Yrs,,Delhi,"['JavaScript RESTful APIs', ' PostgreSQL', ' MongoDB', ' Git', 'TypeScript', ' React', ' Nextjs', ' NestJS', ' Nodejs', ' GraphQL']",posted 3 days ago
Sales Development Manager,GramPro Business Services Pvt. Ltd.,1 to 5 Yrs,,Ernakulam,"['sales marketing', ' operations', '']",posted 3 days ago
Science Lab Assistant,CGR INTERNATIONAL SCHOOL Madhpur,1 to 5 Yrs,,Hyderabad,"['CBSE International Schools', ' English', ' Communication Skills', 'MSOffice']",posted 3 days ago
Sales/Customer Service,The Leather Laundry,1 to 5 Yrs,,All India,"['Spreadsheets Data entry', 'Proactive working attitude', ' Quick learning ability', ' Good problem solving skills', ' Customer service calls']",posted 3 days ago
Assistant Event Coordinator,SALASAR TECHNO ENGINEERING PVT. LTD,1 to 5 Yrs,,All India,"['Event Planning Budget Management', ' Vendor Coordination', 'Executive Assistant', ' Event Coordination', ' Managing Calendars', ' Drafting Emails', ' Microsoft Office Suite', ' Event Management Tools']",posted 3 days ago
Customer Success Associate Insurance Voice Process,CORPAVENUE,0 to 4 Yrs,,Pune,"['InsuranceExcellent communication skills', ' Sales experience']",posted 3 days ago
Social Media Handler,Evora Retail Pvt Ltd,1 to 5 Yrs,,Tiruppur,"['Social media management Sales', ' Content creation', ' Analytical skills', ' Communication skills', 'Marketplace handling', ' Online visibility']",posted 3 days ago
Event Coordinator,AMS,2 to 6 Yrs,,Kerala,"['Event Planning Branding', ' Campaign Management', ' Communication Skills', 'Event Coordination', ' Organizational Skills', ' Multitasking', ' Attention to Detail']",posted 3 days ago
Foreign Language Teacher,Lingua Nest Pvt. Ltd.,2 to 6 Yrs,,Delhi,"['English Spanish', ' German', ' Classroom Management', 'Teaching Methods', ' Lesson Design']",posted 3 days ago
Java & Oracle ADF Developer,Weekday AI (YC W21),4 to 8 Yrs,,Hyderabad,"['Java Oracle ADF', ' Jasper Reports', ' MySQL', ' Tomcat', ' JBoss', ' Maven', ' Ant', ' Git', ' SVN', ' XML', ' HTML', ' CSS', ' JavaScript', ' REST', ' SOAP', ' MVC', '']",posted 3 days ago
Luxury Store Executive - Client Service,Adrianaa services,5 to 9 Yrs,,All India,"['luxury retail client servicing', ' sales performance', ' visual merchandising', ' inventory control', ' problem solving', 'highend fashion', ' lifestyle stores']",posted 3 days ago
Mobiliser,Yuva Parivartan India,0 to 4 Yrs,,Delhi,"['Interpersonal skills Community outreach', ' Coordination skills', ' Social work', ' Digital literacy', ' Community development', 'Strong communication', ' Fieldwork', ' Organizational skills', ' Empowering marginalized communities', ' Local languages', ' Basic computer skills', ' NGO sector']",posted 3 days ago
Senior Performance Marketer,Desk Expansion,4 to 8 Yrs,,Punjab,"['SEO Remarketing', ' Digital Marketing', 'Google Ads', ' Meta Ads']",posted 3 days ago
SEHSCT Home Care Worker Band 3,South Eastern Health and Social Care Trust,0 to 4 Yrs,,All India,"['Home Care Patient Care', ' Recruitment', ' Shared Services', ' Accessibility', 'Flexible Working', ' Online Applications', ' Manual Applications', ' Flexible Working Provisions', ' Disability Support']",posted 3 days ago
Branding Partner,Digirivera,3 to 7 Yrs,,All India,"['Brand Strategy Visual Identity', ' Storytelling', ' Communication', ' Collaboration', ' Consultation', ' Training', ' Portfolio Management', ' Positioning', 'Competitor  Industry Research', ' Unique Value Propositions', ' Branding Trends', ' Sales Proposals', ' Marketing Funnels']",posted 3 days ago
