Title,Employer Name,Location,Skills list,Experience Min,Experience Max,Experience Band,Salary Disclosed,Salary Min,Salary Max,Salary Band,Job Role,Posted Days Ago
Windows System Admin,Netedge Technology,Ahmedabad,"['System troubleshooting Network monitoring', 'Information Technology', 'Computer Science', 'Databases', 'Patch management', 'Operating systems', 'Data backup', 'Analytical skills', 'Windows server setup', 'Windows server deployment', 'Windows server maintenance', 'Advanced coding skills', 'Windows desktop management', 'IT issue resolution', 'Email communication', 'Chat communication', 'Ticketing System communication', 'Phone communication', 'System error log review', 'System backup creation', 'Server architecture security', 'Written communication skills', 'Spoken communication skills', 'Networks LAN', 'WAN', 'Network security systems', 'Intrusion detection systems', 'Problemsolving abilities']",1.0,5.0,Entry Level,True,,,Not Disclosed,Other,7
Customer Service Representative,SUMERU INC,Nagpur,"['Voice Process Customer Handling', 'Fluency in English', 'Fluency in Hindi']",1.0,5.0,Entry Level,True,,,Not Disclosed,Customer service,7
Brand Communications Manager,Trivium Media Group,Maharashtra,"['Brand Strategy Messaging', 'Content Development', 'Campaign Planning', 'Public Relations', 'Media Relations', 'Internal Communication', 'Stakeholder Management', 'Analytics', 'Reporting', 'Project Management', 'Analytical Skills', 'Leadership', 'Collaboration', 'SEO', 'SEM', 'Crisis Communications', 'Brand Advocacy', 'Brand Reputation Management', 'Influencer Management']",2.0,6.0,Mid Level,True,,,Not Disclosed,Manager,7
Learning & Development Manager,Capital Placement Services,Haryana,"['communication skills client handling', 'online training', 'management systems', 'knowledge in skin care', 'FMCG industry', 'beauty products', 'learning strategies', 'hadowing']",1.0,7.0,Entry Level,True,,,Not Disclosed,Manager,7
Sr. Dot Net Developer,InstaFinancials,Karnataka,"['C Entity Framework', 'MVC', 'Microsoft SQL Server', 'JavaScript', 'jQuery', 'Git', 'Jira', 'WCF', 'SignalR', 'NET Framework', 'NET Core', 'Dapper', 'Web API', 'ReactJS', 'Win Forms']",5.0,10.0,Senior Level,True,,,Not Disclosed,Developer,7
Software Development Engineer in Test,Uplers,Maharashtra,"['Java API Testing', 'Spring', 'REST Assured', 'Springboot']",2.0,6.0,Mid Level,True,,,Not Disclosed,Software,7
Manager (Operations),Capital Placement Services,Haryana,"['OperationsDirector Operations', 'Operations Manager', 'NBFC', 'Operation Incharge', 'Operations Head']",2.0,10.0,Mid Level,True,,,Not Disclosed,Manager,7
Client Relations & Documentation Intern,Saharsh Homes and Properties,All India,"['B2B Sales B2C Sales', 'Lead Generation', 'Negotiation', 'Customer Relationship Management', 'Sales Targets']",0.0,4.0,Entry Level,True,,,Not Disclosed,Intern,7
Fashion Designer Creative Head,HOP (HOUSE OF POKARNA) (Garments Designer Store),All India,"['Fashion Design Creative Direction', 'Design Leadership', 'Trend Forecasting', 'Concept Development', 'Garment Construction', 'Collaboration', 'Budget Management', 'Presentations', 'Team Management', 'Market Research', 'Adobe Illustrator', 'Adobe Photoshop', 'Design Execution', 'Fabric', 'Material Selection', 'CAD Corel Draw']",1.0,5.0,Entry Level,True,,,Not Disclosed,Designer,7
Engagement Director,Sigmoid,Karnataka,"['Logistic Regression Decision Trees', 'Spark', 'Elasticsearch', 'Python', 'Azure', 'Power BI', 'Excel', 'NumPy', 'SciPy', 'NLTK', 'Boosted trees Gradient boosting', 'Random Forests', 'PySpark', 'Databricks', 'LLMsGen AI', 'Microsoft Suite', 'ScikitLearn', 'XGBoost', 'Azure Machine Learning', 'Pandas', 'Azure Data Factory', 'Spacy', 'Hugging Face Transformers', 'Azure Text Analytics', 'OpenAI', 'Word2Vec', 'BERT']",5.0,9.0,Senior Level,True,,,Not Disclosed,Director,7
Area Sales Manager,Confidential,Wayanad,"['Sales Strategies Market Analysis', 'Relationship Building', 'Business Growth', 'Communication Skills', 'Interpersonal Skills', 'Sales Performance Monitoring', 'Customer Query Resolution']",2.0,6.0,Mid Level,True,,,Not Disclosed,Manager,7
Production Incharge,Capital Placement Services,Sonipat,"['batch processing ISO standards', 'manpower handling', 'product management', 'wet', 'dry emulsion adhesive batch processes', 'emulsion adhesive production operations', 'DCS system', 'wet lamination adhesive', 'dry lamination', 'homopolymer adhesive', 'wood adhesive', 'waterbased adhesive', 'solventbased adhesive', 'paint adhesive', 'side pasting adhesive', 'furniture adhesive', 'pressuresensitive adhesive', 'label adhesive', 'paper adhesive', 'synthesizing polymers', 'improving polymers', 'customizing polymers', 'raw materials knowledge', 'safety norms', 'Kaizen practices', '5S activities', 'production supervision']",2.0,6.0,Mid Level,True,,,Not Disclosed,Other,7
Operations Manager,Dr. Aravind's IVF Fertility & Pregnancy Centre,Coimbatore,"['Customer Service Quality Assurance', 'People Management', 'Change Management', 'Budget Management', 'Resource Allocation']",3.0,7.0,Mid Level,True,,,Not Disclosed,Manager,7
Process Trainer,OnlineInfatuation,Haryana,"['presentation skills communication skills', 'GDS systems', 'Amadeus', 'US travel sales', 'sales conversion techniques', 'motivate', 'mentor new hires', 'handling objections', 'closing sales', 'Sabre']",3.0,7.0,Mid Level,True,,,Not Disclosed,Other,7
Sales Co-ordinator,Happiest Solutions,Ambernath,"['team coordination report generation', 'production planning', 'dispatch planning']",3.0,7.0,Mid Level,True,,,Not Disclosed,Sales,7
Travel Consultant - Domestic,Concept Holidayz,All India,"['hotel bookings cost estimation', 'computer proficiency', 'fluency in English', 'interacting with clients', 'providing excellent service', 'understanding of travel destinations', 'designing itineraries', 'preparing itineraries', 'selling domestic travel packages', 'handling all aspects of domestic tour packages', 'itinerary creation', 'grasp of costing techniques', 'creating detailed itineraries']",3.0,7.0,Mid Level,True,,,Not Disclosed,Consultant,7
Duty Manager,Ode Spa,Vadodara,"['Sales Leadership', 'Sales acumen', 'Upselling', 'Inventory management', 'Guest satisfaction', 'Operational excellence', 'Customerfirst approach', 'Crossselling', 'Health', 'safety standards enforcement', 'Promotional campaigns coordination']",2.0,6.0,Mid Level,True,,,Not Disclosed,Manager,7
Spot offers with Infosys Uk shift salary upto 7lpa,Infosys BPM,Karnataka,"['Strong communication skillsAbility to empathize with customers', 'Proficiency in using CRM software', 'Previous experience in customer service', 'Strong problemsolving abilities']",0.0,4.0,Entry Level,True,,,Not Disclosed,Other,7
Background Verification Internship,DEWII,Haryana,"['Address Verification Analysis', 'Relationship Building', 'Employment Verification', 'Education Verification', 'Police Verification', 'Criminal Record Check Verification', 'Phone Communication', 'Email Communication', 'Fax Communication', 'Post Communication', 'Quality Standards Adherence', 'Service Level Agreements', 'Productivity Targets', 'Quality Checks', 'Management Information System MIS', 'Screening Reports Preparation']",0.0,4.0,Entry Level,True,,,Not Disclosed,Intern,7
Nutanix Administrator,VIHA ENTERPRISE,Navi Mumbai,"['System management Troubleshooting', 'IT security policies', 'Compliance', 'Communication', 'Teamwork', 'Information Technology', 'VMs', 'Storage', 'Networking', 'Nutanix administration', 'Hardware', 'software', 'Bachelors degree in Computer Science', 'Nutanix Certified Professional NCP', 'Nutanix AHV', 'Prism Central', 'Nutanix Architecture']",3.0,7.0,Mid Level,True,,,Not Disclosed,Administrator,7
Background Verification || Fresher,Hexaware BPS,All India,"['communication skills HR', 'Typing', 'voice process tasks', 'Ops departments']",0.0,4.0,Entry Level,True,,,Not Disclosed,Other,7
HR Admin,Capital Placement Services,Haryana,"['HR Recruitment', 'Onboarding', 'Documentation', 'Exit formalities', 'Performance management', 'Feedback', 'Data management', 'MS Excel', 'MS Word', 'PowerPoint', 'Team formation', 'Work culture development', 'Maintaining records']",0.0,3.0,Entry Level,True,,,Not Disclosed,Other,7
Product Testing & Horticulture Research Intern,Grafito Innovations,Kochi,"['Horticulture Agricultural Engineering', 'Effective communication', 'Plant Science', 'Precision farming techniques', 'Nursery operations', 'Crop propagation', 'Agricultural tools', 'Mechanized systems']",0.0,4.0,Entry Level,True,,,Not Disclosed,Intern,7
Fabric Merchandiser,Woven And Knit,Noida,"['Following up Production', 'Quality control', 'Coordinating', 'Developing prints', 'Handling interactions']",3.0,7.0,Mid Level,True,,,Not Disclosed,Other,7
Billing cum sales,Poovathingal Imitation Jewellers,Thrissur,['billing tasks billing software like Tally'],0.0,4.0,Entry Level,True,,,Not Disclosed,Sales,7
Sales Executive,VMC STEEL PRIVATE LIMITED,Gautam Buddha Nagar,"['Sales Negotiation', 'Customer Service', 'Market Research', 'Communication', 'Interpersonal Skills', 'Sales Strategy Development', 'Preparing Sales Reports', 'Steel Industry Knowledge']",2.0,6.0,Mid Level,True,,,Not Disclosed,Executive,7
Arabic Voice Experts (Travel Process Background),VerbiQ,Thane,"['Arabic English', 'Customer Service', 'GDS', 'Amadeus', 'Galileo', 'Sabre']",1.0,5.0,Entry Level,True,,,Not Disclosed,Other,7
HR Recruiter,eHire Tech Services,Punjab,['English communication skills Excel sheets management'],0.0,3.0,Entry Level,True,,,Not Disclosed,Other,7
Sales Project Manager,Mode Retails Sales and Marketing Pvt. Ltd.,Noida,"['Project Coordination Analytical Skills', 'Communication', 'Customer Service', 'Sales', 'Sales Strategies']",3.0,7.0,Mid Level,True,,,Not Disclosed,Manager,7
Customer Relationship Manager,IFH,Jalandhar,"['Customer Relationship Management Presentation skills', 'Communication skills', 'MIS Management', 'Telephonic inquiries handling', 'Preparing calling data', 'Convincing abilities', 'Cold calls conversion', 'Knowledge about courses', 'Followups', 'Work pressure management', 'Resultoriented', 'Spoken', 'written English', 'Local language proficiency', 'Engagement with diverse age groups', 'backgrounds']",0.0,4.0,Entry Level,True,,,Not Disclosed,Manager,7
Teaching Faculty For Artificial Intelligence/data science/Join Immediately,Inventive In Tech,All India,"['Data Science IT', 'AI', 'EnglishTamil communication skills', 'MSc in Computer Science', 'teaching experience', 'knowledge of computers']",3.0,7.0,Mid Level,True,,,Not Disclosed,Other,7
Chef De Partie,Aum Hospitality Consultants | Start Up Consultant for New & Established Hotels,Maharashtra,"['Seafood Inventory Management', 'Cost Control', 'Management Skills', 'Communication Skills', 'KonkaniMalwani Cuisine', 'Menu Creation', 'Food Presentation', 'Food Safety Protocols', 'Culinary Trends']",5.0,9.0,Senior Level,True,,,Not Disclosed,Other,7
Sales/Customer Service,Fare Solutions,Jalandhar,"['Telesales Engagement', 'Sales', 'English language', 'Communication']",1.0,5.0,Entry Level,True,,,Not Disclosed,Customer service,7
Associate/Manager - M&A Tax,Weekday AI (YC W21),All India,"['Deal Structuring Regulatory Compliance', 'Risk Assessment', 'Client Engagement', 'Relationship Management', 'Coordination', 'Collaboration', 'Research', 'Communication Skills', 'Project Management', 'Mergers  Acquisitions', 'Tax Due Diligence', 'Insights', 'Analytical Thinking']",2.0,6.0,Mid Level,True,,,Not Disclosed,Manager,7
Credit Manager,Capital Placement Services,Haryana,"['credit evaluation loan processing', 'risk analysis']",2.0,6.0,Mid Level,True,,,Not Disclosed,Manager,7
Travel Executive,Traveltriangle.com,Haryana,"['Communication Skills Sales Acumen', 'Management', 'MS Office', 'Travel  Tourism', 'Browsing Skills']",0.0,4.0,Entry Level,True,,,Not Disclosed,Executive,7
Tele Sales Officer Inside sales,Manpower group india services Pvt Ltd,Chennai,"['Communication Skills Tele Sales', 'English', 'Kannada', 'Malayalam', 'Telugu', 'Hindi', 'Multilingual Skills', 'Language Proficiency in Tamil']",0.0,5.0,Entry Level,True,,,Not Disclosed,Sales,7
QC technician,Weldcom.JSC,Thoothukudi,"['automation electronics', 'assembling', 'welding', 'AutoCAD', 'Catia', 'SolidWorks', 'Creo', 'NX', 'mechanical manufacturing', 'CMM3D measurement']",1.0,5.0,Entry Level,True,,,Not Disclosed,Other,7
Inside Sales Executive,NCR JOB CONSULTANT,Uttar Pradesh,"['Computer skills Email writing', 'Good communication skills in English', 'Sales activities']",0.0,4.0,Entry Level,True,,,Not Disclosed,Executive,7
Account Executive,Mindrops Solution Pvt Ltd,All India,"['Bank Reconciliation Accounting Standards', 'Communication Skills', 'Busy Accounting Software', 'Financial Records', 'Financial Reports', 'Organizational Skills']",1.0,5.0,Entry Level,True,,,Not Disclosed,Executive,7
Salesforce Developer Trainee,Algocirrus Pvt ltd,Noida,"['JavaOOPs Concept', 'CC', 'Basic Salesforce']",0.0,4.0,Entry Level,True,,,Not Disclosed,Developer,7
Sales Officer,HEALTH BRIDGE AGRO PRIVATE LIMITED,Bhopal,"['Sales HoReCa', 'B2B Sales', 'Relationship Management', 'Market Analysis', 'Negotiation Skills', 'Communication Skills', 'DairyFood Service Sales']",4.0,10.0,Mid Level,True,,,Not Disclosed,Sales,7
Influencer Manager,Book My Kitty,Noida,"['Social Media Management Influencer Marketing', 'Brand Management', 'Communication Skills', 'Photo Editing', 'Video Editing', 'Audience Engagement Strategies', 'Networking Abilities']",0.0,4.0,Entry Level,True,,,Not Disclosed,Manager,7
Telesales Advisor,CII,All India,"['Communication skills Persuasion', 'Customer service', 'Sales', 'Telesales', 'Outbound phone calls', 'Insurance products knowledge', 'Followup', 'Call records maintenance']",0.0,4.0,Entry Level,True,,,Not Disclosed,Sales,7
Learning Design,Rapsys Technologies,All India,"['instructional designing ADDIE', 'content analysis', 'storyboarding', 'need analysis', 'gap analysis', 'scripting', 'authoring tools', 'Articulate', 'animation tools', 'BLOOMS']",1.0,5.0,Entry Level,True,,,Not Disclosed,Other,7
Graphic Designer-Remote,Rickman Retail Outsource LLP,All India,"['Adobe Photoshop Illustrator', 'Graphic Design', 'Creativity', 'Communication Skills', 'Innovative Thinking']",0.0,4.0,Entry Level,True,,,Not Disclosed,Designer,7
Hr & Admin,Sizzle Properties Pvt Ltd.,Karnataka,"['Coordinating meetings Presentations', 'Internal communications', 'Communication skills', 'Proactive', 'Wellorganized', 'Managing calendars', 'Making travel arrangements', 'Preparing reports', 'Organizing company events', 'Managing attendance records', 'Onboarding paperwork', 'Coordinating employee documentation', 'Proficiency in Kannada', 'Strong organizational skills', 'Attention to detail', 'Effective time management', 'Ability to multitask']",2.0,6.0,Mid Level,True,,,Not Disclosed,Other,7
Mentor/Trainer,Edutez | Teaching Excellence Zone,Kochi,"['Data visualization Predictive analytics', 'Power BI', 'SEO', 'SEM', 'Growth hacking', 'Google Analytics', 'AIdriven decisionmaking', 'Excel for Business Analytics  AI', 'AIpowered marketing', 'Excel for insights in Digital Marketing  ECommerce']",2.0,6.0,Mid Level,True,,,Not Disclosed,Other,7
Mentor,Edutez | Teaching Excellence Zone,Kochi,"['data visualization predictive analytics', 'Power BI', 'Excel', 'SEO', 'SEM', 'growth hacking', 'Google Analytics', 'AIdriven decisionmaking', 'AIpowered marketing']",2.0,6.0,Mid Level,True,,,Not Disclosed,Other,7
Territory Sales In-Charge (TSI)/ Territory Sales Manager (TSM),Sarvashri Staffing,Maharashtra,"['abrasives industrial consumables', 'retail sales', 'industrial sales', 'negotiation skills', 'presentation skills', 'sales experience', 'automotive refinishing', 'relationshipbuilding skills', 'customer base knowledge', 'problemsolving skills']",4.0,9.0,Mid Level,True,,,Not Disclosed,Manager,7
Java Developer,BSRI Solutions,Chennai,"['Spring Boot Java', 'MySQL', 'PostgreSQL', 'Oracle', 'Hibernate', 'REST API', 'Front End Design', 'Kubernetes', 'Microservices', 'Oracle SQL', 'MongoDB', 'Spring MVC', 'SQL', 'NoSQL', 'Angular Js', 'AWS', 'SQL Azure', 'JPAJava Persistence API', 'Kube', 'CICD']",4.0,10.0,Mid Level,True,,,Not Disclosed,Developer,7
Accountant,Inspire Tech Solutions,Ahmedabad,"['MS Excel Tally ERP', 'general accounting practices']",1.0,5.0,Entry Level,True,,,Not Disclosed,Other,7
CRO (Customer Relationship Officer),Akhira Services Pvt Ltd,Hyderabad,"['Sales FDs', 'Relationship Building', 'Acquiring Accounts', 'RDs', 'UPI Accounts', 'Insurance Products', 'Banking Experience', 'English Proficiency']",1.0,5.0,Entry Level,True,,,Not Disclosed,Other,7
Customer Service Agent - Voice,"TSI - Transworld Systems, Inc (India)",All India,"['Strong communication skills Analytical skills', 'Cognitive skills', 'Computer typing abilities', 'Proficiency in English language']",1.0,5.0,Entry Level,True,,,Not Disclosed,Customer service,7
